% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
4 0 +1.060345878e+01 +1.104034588e+02 +1.104034588e+02 +1.8043e+00 +2.7394e+00 -3.8013e+00
32 0 +4.270971576e+00 +1.040709716e+02 +1.040709716e+02 +1.6743e+00 +1.5812e+00 -3.1261e+00
118 0 +5.600912027e-01 +1.003600912e+02 +1.003600912e+02 -1.9448e+00 -2.6601e-02 +1.7183e+00
144 0 +5.600912027e-01 +1.003600912e+02 +1.003600912e+02 -1.9448e+00 -2.6601e-02 +1.7183e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.194100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.827159460e+01 -8.113840540e+01 -8.113840540e+01 +2.7274e+00 -1.4520e+00 +1.0620e+00
21 0 +8.371784793e+00 -1.110382152e+02 -1.110382152e+02 +3.1294e+00 -2.0668e+00 +1.9793e+00
118 0 +7.499588342e+00 -1.119104117e+02 -1.119104117e+02 -2.2607e+00 -4.3173e+00 -3.1731e+00
144 0 +7.499588342e+00 -1.119104117e+02 -1.119104117e+02 -2.2607e+00 -4.3173e+00 -3.1731e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.077000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.597315780e+01 +6.674315780e+01 +6.674315780e+01 +2.4692e+00 +4.4378e+00 -1.8451e-01
4 0 +1.879839948e+01 +2.956839948e+01 +2.956839948e+01 -1.2571e+00 +2.0953e+00 -2.0442e+00
33 0 +6.248305076e-01 +1.139483051e+01 +1.139483051e+01 -2.7206e-01 -2.0696e+00 +2.1406e-01
144 0 +6.248305076e-01 +1.139483051e+01 +1.139483051e+01 -2.7206e-01 -2.0696e+00 +2.1406e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.137000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.671504817e+01 +7.808504817e+01 +7.808504817e+01 -2.4781e+00 -2.8089e+00 -7.7340e-02
4 0 +9.218008136e+00 +3.058800814e+01 +3.058800814e+01 +6.5373e-01 -1.7821e+00 -3.3022e+00
5 0 +7.345035573e+00 +2.871503557e+01 +2.871503557e+01 +1.0264e+00 -2.2292e+00 -2.5198e+00
40 0 +3.076218549e+00 +2.444621855e+01 +2.444621855e+01 -1.2088e-01 -1.7906e+00 -1.1648e+00
45 0 +1.934009800e-01 +2.156340098e+01 +2.156340098e+01 +1.7374e+00 +1.3608e+00 -1.2221e+00
144 0 +1.934009800e-01 +2.156340098e+01 +2.156340098e+01 +1.7374e+00 +1.3608e+00 -1.2221e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.673000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.233287003e+01 +9.906287003e+01 +9.906287003e+01 -4.7103e+00 +7.4608e-01 -3.0328e+00
2 0 +8.177860193e+01 +9.850860193e+01 +9.850860193e+01 +1.7695e+00 +3.6978e+00 +3.9470e+00
3 0 +5.249951479e+01 +6.922951479e+01 +6.922951479e+01 -2.2171e+00 +2.7762e+00 +4.9170e+00
4 0 +3.393597540e+01 +5.066597540e+01 +5.066597540e+01 -3.4825e+00 +6.4709e-01 +2.6816e+00
9 0 +3.104470182e+01 +4.777470182e+01 +4.777470182e+01 +3.9158e+00 -1.7462e+00 +2.3519e+00
15 0 +5.075761139e+00 +2.180576114e+01 +2.180576114e+01 -1.4046e+00 -3.3439e+00 -3.7359e+00
144 0 +5.075761139e+00 +2.180576114e+01 +2.180576114e+01 -1.4046e+00 -3.3439e+00 -3.7359e+00
