% f evaluations | g evaluations | best noise-free fitness - Fopt (1.026100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.442291877e+01 +1.670329188e+02 +1.670329188e+02 -2.5340e+00 +4.1101e+00
2 0 +3.350726638e+01 +1.361172664e+02 +1.361172664e+02 -3.2874e+00 -3.2853e-01
3 0 +2.351355894e+01 +1.261235589e+02 +1.261235589e+02 +1.6646e+00 -3.4554e+00
10 0 +1.613776970e+01 +1.187477697e+02 +1.187477697e+02 +1.7530e+00 -3.9477e+00
20 0 +1.359614749e+01 +1.162061475e+02 +1.162061475e+02 +4.8959e+00 -2.0176e+00
25 0 +1.247367056e+01 +1.150836706e+02 +1.150836706e+02 +2.0818e+00 -2.8570e+00
36 0 +8.772396811e+00 +1.113823968e+02 +1.113823968e+02 -8.8957e-01 +1.5068e+00
50 0 +8.772396811e+00 +1.113823968e+02 +1.113823968e+02 -8.8957e-01 +1.5068e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.330000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.132209657e+01 +1.746220966e+02 +1.746220966e+02 +4.2059e+00 -4.8863e+00
2 0 +1.540727487e+01 +1.087072749e+02 +1.087072749e+02 +1.7139e+00 +2.5766e+00
40 0 +1.310879061e+01 +1.064087906e+02 +1.064087906e+02 +6.2351e-01 -2.1779e+00
50 0 +1.310879061e+01 +1.064087906e+02 +1.064087906e+02 +6.2351e-01 -2.1779e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.364000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.808944882e+01 +6.172944882e+01 +6.172944882e+01 -3.2295e+00 +1.2000e+00
2 0 +3.035952521e+01 +4.399952521e+01 +4.399952521e+01 +9.7559e-01 +1.2628e+00
4 0 +1.713795955e+01 +3.077795955e+01 +3.077795955e+01 +1.8657e+00 -2.2194e+00
6 0 +1.536818129e+01 +2.900818129e+01 +2.900818129e+01 +2.3253e-01 -2.9371e+00
