% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.210000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.647542613e+02 +8.555442613e+02 +8.555442613e+02
2 0 +7.180538646e+02 +7.088438646e+02 +7.088438646e+02
10 0 +6.333105168e+02 +6.241005168e+02 +6.241005168e+02
29 0 +6.168620989e+02 +6.076520989e+02 +6.076520989e+02
792 0 +5.617201405e+02 +5.525101405e+02 +5.525101405e+02
1538 0 +4.843555592e+02 +4.751455592e+02 +4.751455592e+02
1554 0 +4.843555592e+02 +4.751455592e+02 +4.751455592e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.559900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.303958121e+02 +1.486385812e+03 +1.486385812e+03
2 0 +7.309719879e+02 +1.386961988e+03 +1.386961988e+03
4 0 +6.215973175e+02 +1.277587318e+03 +1.277587318e+03
7 0 +5.395877721e+02 +1.195577772e+03 +1.195577772e+03
1554 0 +5.222795609e+02 +1.178269561e+03 +1.178269561e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.671000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.100951905e+02 +7.768051905e+02 +7.768051905e+02
2 0 +5.704018707e+02 +6.371118707e+02 +6.371118707e+02
36 0 +5.611117819e+02 +6.278217819e+02 +6.278217819e+02
1554 0 +5.072975835e+02 +5.740075835e+02 +5.740075835e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.416700000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.611153822e+02 +1.502785382e+03 +1.502785382e+03
415 0 +5.280601501e+02 +1.469730150e+03 +1.469730150e+03
1053 0 +4.910781590e+02 +1.432748159e+03 +1.432748159e+03
1554 0 +4.910781590e+02 +1.432748159e+03 +1.432748159e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.745000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.277196935e+02 +6.902696935e+02 +6.902696935e+02
2 0 +6.941724882e+02 +6.567224882e+02 +6.567224882e+02
114 0 +4.695189991e+02 +4.320689991e+02 +4.320689991e+02
1554 0 +4.695189991e+02 +4.320689991e+02 +4.320689991e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.639000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.041270056e+02 +6.377370056e+02 +6.377370056e+02
10 0 +6.849825600e+02 +6.185925600e+02 +6.185925600e+02
48 0 +5.835507243e+02 +5.171607243e+02 +5.171607243e+02
144 0 +5.411782593e+02 +4.747882593e+02 +4.747882593e+02
1554 0 +5.411782593e+02 +4.747882593e+02 +4.747882593e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.260100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.915213550e+02 +5.655113550e+02 +5.655113550e+02
4 0 +7.721025052e+02 +5.460925052e+02 +5.460925052e+02
5 0 +6.778187857e+02 +4.518087857e+02 +4.518087857e+02
30 0 +6.197241708e+02 +3.937141708e+02 +3.937141708e+02
707 0 +5.588910339e+02 +3.328810339e+02 +3.328810339e+02
1554 0 +5.588910339e+02 +3.328810339e+02 +3.328810339e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.241426273e+02 +1.924142627e+03 +1.924142627e+03
2 0 +6.901903392e+02 +1.690190339e+03 +1.690190339e+03
18 0 +6.228371661e+02 +1.622837166e+03 +1.622837166e+03
24 0 +5.534186249e+02 +1.553418625e+03 +1.553418625e+03
1554 0 +5.130248130e+02 +1.513024813e+03 +1.513024813e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.830200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.814372282e+02 +6.984172282e+02 +6.984172282e+02
2 0 +7.305060277e+02 +5.474860277e+02 +5.474860277e+02
4 0 +6.719318360e+02 +4.889118360e+02 +4.889118360e+02
39 0 +6.263956652e+02 +4.433756652e+02 +4.433756652e+02
230 0 +5.267998707e+02 +3.437798707e+02 +3.437798707e+02
1554 0 +5.201808769e+02 +3.371608769e+02 +3.371608769e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.026200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.253716673e+02 +6.227516673e+02 +6.227516673e+02
3 0 +6.900409450e+02 +5.874209450e+02 +5.874209450e+02
14 0 +5.818059525e+02 +4.791859525e+02 +4.791859525e+02
20 0 +4.983554060e+02 +3.957354060e+02 +3.957354060e+02
1554 0 +4.983554060e+02 +3.957354060e+02 +3.957354060e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.953000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.222007816e+02 +8.217307816e+02 +8.217307816e+02
2 0 +6.968642933e+02 +7.963942933e+02 +7.963942933e+02
34 0 +6.114566180e+02 +7.109866180e+02 +7.109866180e+02
766 0 +5.485755692e+02 +6.481055692e+02 +6.481055692e+02
1554 0 +5.191643767e+02 +6.186943767e+02 +6.186943767e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.495900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.090434500e+02 +8.586334500e+02 +8.586334500e+02
13 0 +7.031206023e+02 +8.527106023e+02 +8.527106023e+02
309 0 +6.229422294e+02 +7.725322294e+02 +7.725322294e+02
1257 0 +5.415136988e+02 +6.911036988e+02 +6.911036988e+02
1554 0 +5.415136988e+02 +6.911036988e+02 +6.911036988e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.760530837e+02 -2.239469163e+02 -2.239469163e+02
3 0 +6.093435843e+02 -3.906564157e+02 -3.906564157e+02
578 0 +5.615548485e+02 -4.384451515e+02 -4.384451515e+02
1554 0 +5.408618237e+02 -4.591381763e+02 -4.591381763e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.922000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.247901995e+02 +6.955701995e+02 +6.955701995e+02
8 0 +6.952523689e+02 +6.660323689e+02 +6.660323689e+02
25 0 +6.210267828e+02 +5.918067828e+02 +5.918067828e+02
230 0 +5.486460609e+02 +5.194260609e+02 +5.194260609e+02
235 0 +4.891460874e+02 +4.599260874e+02 +4.599260874e+02
1554 0 +4.891460874e+02 +4.599260874e+02 +4.599260874e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.096000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.664837298e+02 +7.255237298e+02 +7.255237298e+02
3 0 +7.513979487e+02 +7.104379487e+02 +7.104379487e+02
22 0 +7.022322759e+02 +6.612722759e+02 +6.612722759e+02
216 0 +6.288040942e+02 +5.878440942e+02 +5.878440942e+02
295 0 +5.432112721e+02 +5.022512721e+02 +5.022512721e+02
1554 0 +5.114127632e+02 +4.704527632e+02 +4.704527632e+02
