% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.025500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.938171739e+01 -6.316828261e+01 -6.316828261e+01
7 0 +3.279525337e+01 -6.975474663e+01 -6.975474663e+01
21 0 +2.800890254e+01 -7.454109746e+01 -7.454109746e+01
42 0 +2.278176090e+01 -7.976823910e+01 -7.976823910e+01
71 0 +2.015423334e+01 -8.239576666e+01 -8.239576666e+01
114 0 +1.370003802e+01 -8.884996198e+01 -8.884996198e+01
246 0 +1.279927381e+01 -8.975072619e+01 -8.975072619e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.169000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.394518972e+01 +1.356351897e+02 +1.356351897e+02
3 0 +5.837276260e+01 +1.300627626e+02 +1.300627626e+02
4 0 +4.603198922e+01 +1.177219892e+02 +1.177219892e+02
5 0 +3.620923317e+01 +1.078992332e+02 +1.078992332e+02
7 0 +3.368427228e+01 +1.053742723e+02 +1.053742723e+02
8 0 +2.783502579e+01 +9.952502579e+01 +9.952502579e+01
13 0 +1.859842452e+01 +9.028842452e+01 +9.028842452e+01
135 0 +1.678664518e+01 +8.847664518e+01 +8.847664518e+01
188 0 +1.549106460e+01 +8.718106460e+01 +8.718106460e+01
206 0 +1.405719166e+01 +8.574719166e+01 +8.574719166e+01
246 0 +1.387988998e+01 +8.556988998e+01 +8.556988998e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.140100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.913982442e+01 +3.031498244e+02 +3.031498244e+02
2 0 +6.617038775e+01 +2.801803878e+02 +2.801803878e+02
5 0 +3.219750867e+01 +2.462075087e+02 +2.462075087e+02
10 0 +2.714518100e+01 +2.411551810e+02 +2.411551810e+02
30 0 +2.425155332e+01 +2.382615533e+02 +2.382615533e+02
127 0 +1.438594779e+01 +2.283959478e+02 +2.283959478e+02
235 0 +1.188031086e+01 +2.258903109e+02 +2.258903109e+02
246 0 +1.188031086e+01 +2.258903109e+02 +2.258903109e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.848000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.100315858e+01 +2.252315858e+01 +2.252315858e+01
2 0 +4.600888378e+01 -1.247111622e+01 -1.247111622e+01
4 0 +3.458273061e+01 -2.389726939e+01 -2.389726939e+01
17 0 +1.939002740e+01 -3.908997260e+01 -3.908997260e+01
174 0 +1.667440805e+01 -4.180559195e+01 -4.180559195e+01
210 0 +1.349656388e+01 -4.498343612e+01 -4.498343612e+01
246 0 +1.349656388e+01 -4.498343612e+01 -4.498343612e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.130800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.364679091e+01 -5.394332091e+02 -5.394332091e+02
2 0 +3.527005453e+01 -5.778099455e+02 -5.778099455e+02
12 0 +2.713762492e+01 -5.859423751e+02 -5.859423751e+02
57 0 +2.041454332e+01 -5.926654567e+02 -5.926654567e+02
173 0 +1.788864673e+01 -5.951913533e+02 -5.951913533e+02
180 0 +1.612262592e+01 -5.969573741e+02 -5.969573741e+02
246 0 +1.612262592e+01 -5.969573741e+02 -5.969573741e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.189000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.589595247e+01 +1.077859525e+02 +1.077859525e+02
7 0 +4.334464494e+01 +1.052346449e+02 +1.052346449e+02
9 0 +3.411465033e+01 +9.600465033e+01 +9.600465033e+01
15 0 +2.773450511e+01 +8.962450511e+01 +8.962450511e+01
22 0 +2.281239955e+01 +8.470239955e+01 +8.470239955e+01
141 0 +1.857020371e+01 +8.046020371e+01 +8.046020371e+01
166 0 +1.448294766e+01 +7.637294766e+01 +7.637294766e+01
246 0 +1.448294766e+01 +7.637294766e+01 +7.637294766e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-8.456000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.814051470e+01 +1.358051470e+01 +1.358051470e+01
2 0 +4.841469819e+01 -3.614530181e+01 -3.614530181e+01
7 0 +4.049860473e+01 -4.406139527e+01 -4.406139527e+01
8 0 +3.951824166e+01 -4.504175834e+01 -4.504175834e+01
13 0 +2.418884630e+01 -6.037115370e+01 -6.037115370e+01
16 0 +2.107072879e+01 -6.348927121e+01 -6.348927121e+01
106 0 +1.664387742e+01 -6.791612258e+01 -6.791612258e+01
176 0 +1.446655276e+01 -7.009344724e+01 -7.009344724e+01
246 0 +1.446655276e+01 -7.009344724e+01 -7.009344724e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.602000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.490619357e+01 +1.888619357e+01 +1.888619357e+01
4 0 +3.085410949e+01 +4.834109488e+00 +4.834109488e+00
13 0 +2.031292940e+01 -5.707070603e+00 -5.707070603e+00
144 0 +1.886120244e+01 -7.158797564e+00 -7.158797564e+00
154 0 +1.718767860e+01 -8.832321397e+00 -8.832321397e+00
245 0 +1.515024678e+01 -1.086975322e+01 -1.086975322e+01
246 0 +1.515024678e+01 -1.086975322e+01 -1.086975322e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.015000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.175405950e+01 +4.160405950e+01 +4.160405950e+01
2 0 +2.311873205e+01 -7.031267949e+00 -7.031267949e+00
60 0 +1.264802416e+01 -1.750197584e+01 -1.750197584e+01
246 0 +1.264802416e+01 -1.750197584e+01 -1.750197584e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.996161148e+01 -9.400383885e+02 -9.400383885e+02
2 0 +2.997260603e+01 -9.700273940e+02 -9.700273940e+02
4 0 +2.549226096e+01 -9.745077390e+02 -9.745077390e+02
6 0 +2.298664450e+01 -9.770133555e+02 -9.770133555e+02
17 0 +1.591304417e+01 -9.840869558e+02 -9.840869558e+02
124 0 +1.535081981e+01 -9.846491802e+02 -9.846491802e+02
136 0 +1.361651745e+01 -9.863834826e+02 -9.863834826e+02
228 0 +1.180349076e+01 -9.881965092e+02 -9.881965092e+02
246 0 +1.180349076e+01 -9.881965092e+02 -9.881965092e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.243000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.143602414e+01 -8.728639759e+02 -8.728639759e+02
2 0 +3.448769187e+01 -8.898123081e+02 -8.898123081e+02
6 0 +2.323508402e+01 -9.010649160e+02 -9.010649160e+02
175 0 +1.440853767e+01 -9.098914623e+02 -9.098914623e+02
246 0 +1.440853767e+01 -9.098914623e+02 -9.098914623e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.035000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.160539531e+01 +5.125539531e+01 +5.125539531e+01
2 0 +5.703472478e+01 +4.668472478e+01 +4.668472478e+01
4 0 +4.233938450e+01 +3.198938450e+01 +3.198938450e+01
12 0 +3.799298259e+01 +2.764298259e+01 +2.764298259e+01
14 0 +1.776989972e+01 +7.419899722e+00 +7.419899722e+00
134 0 +1.345908522e+01 +3.109085215e+00 +3.109085215e+00
246 0 +1.279299629e+01 +2.442996290e+00 +2.442996290e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.420068352e+01 -9.057993165e+02 -9.057993165e+02
2 0 +4.668619670e+01 -9.533138033e+02 -9.533138033e+02
7 0 +4.223990606e+01 -9.577600939e+02 -9.577600939e+02
11 0 +3.725561861e+01 -9.627443814e+02 -9.627443814e+02
24 0 +3.074788617e+01 -9.692521138e+02 -9.692521138e+02
39 0 +2.367878610e+01 -9.763212139e+02 -9.763212139e+02
82 0 +1.961390448e+01 -9.803860955e+02 -9.803860955e+02
199 0 +1.651864169e+01 -9.834813583e+02 -9.834813583e+02
246 0 +1.651864169e+01 -9.834813583e+02 -9.834813583e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.880000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.963153562e+01 +7.843153562e+01 +7.843153562e+01
7 0 +4.226156675e+01 +7.106156675e+01 +7.106156675e+01
8 0 +3.834235985e+01 +6.714235985e+01 +6.714235985e+01
13 0 +2.316338526e+01 +5.196338526e+01 +5.196338526e+01
130 0 +1.743853264e+01 +4.623853264e+01 +4.623853264e+01
166 0 +1.504443587e+01 +4.384443587e+01 +4.384443587e+01
182 0 +1.396418588e+01 +4.276418588e+01 +4.276418588e+01
213 0 +1.112492755e+01 +3.992492755e+01 +3.992492755e+01
221 0 +9.606989919e+00 +3.840698992e+01 +3.840698992e+01
246 0 +9.606989919e+00 +3.840698992e+01 +3.840698992e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.534000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.419926026e+01 +6.953926026e+01 +6.953926026e+01
15 0 +2.589007414e+01 +6.123007414e+01 +6.123007414e+01
50 0 +2.289046197e+01 +5.823046197e+01 +5.823046197e+01
126 0 +2.100664941e+01 +5.634664941e+01 +5.634664941e+01
209 0 +1.675229220e+01 +5.209229220e+01 +5.209229220e+01
222 0 +1.520917525e+01 +5.054917525e+01 +5.054917525e+01
245 0 +1.111946029e+01 +4.645946029e+01 +4.645946029e+01
246 0 +1.111946029e+01 +4.645946029e+01 +4.645946029e+01
