% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.867310985e+07 +1.867248874e+07 +1.867248874e+07 +4.6932e+00 +1.7097e+00
2 0 +2.007333412e+05 +2.001122312e+05 +2.001122312e+05 -1.1104e+00 +4.4382e+00
5 0 +1.385365659e+04 +1.323254659e+04 +1.323254659e+04 +4.6879e+00 +3.8553e+00
22 0 +2.533499782e+03 +1.912389782e+03 +1.912389782e+03 -1.7410e+00 +3.9143e+00
50 0 +2.533499782e+03 +1.912389782e+03 +1.912389782e+03 -1.7410e+00 +3.9143e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.548200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.485428818e+06 +4.485173998e+06 +4.485173998e+06 +4.6561e+00 +1.6066e+00
17 0 +1.743827217e+06 +1.743572397e+06 +1.743572397e+06 +3.7128e+00 +2.3923e+00
29 0 +2.542276827e+05 +2.539728627e+05 +2.539728627e+05 +2.4004e+00 +4.2495e+00
33 0 +8.271576061e+04 +8.246094061e+04 +8.246094061e+04 +4.8556e+00 +4.0484e+00
50 0 +8.271576061e+04 +8.246094061e+04 +8.246094061e+04 +4.8556e+00 +4.0484e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.661000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.497810092e+05 +9.498376192e+05 +9.498376192e+05 -6.0297e-01 -3.5227e+00
7 0 +3.502590449e+02 +4.068690449e+02 +4.068690449e+02 -4.4379e-01 -4.8441e+00
50 0 +3.502590449e+02 +4.068690449e+02 +4.068690449e+02 -4.4379e-01 -4.8441e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.810000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.780786842e+06 +3.780768742e+06 +3.780768742e+06 +3.4824e+00 +1.8139e+00
2 0 +4.884728458e+03 +4.866628458e+03 +4.866628458e+03 +4.6397e+00 -5.0073e-01
7 0 +1.322587091e+02 +1.141587091e+02 +1.141587091e+02 +6.7880e-01 +4.2480e-01
50 0 +1.322587091e+02 +1.141587091e+02 +1.141587091e+02 +6.7880e-01 +4.2480e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.777000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.116366986e+07 +2.116370763e+07 +2.116370763e+07 +1.2162e+00 -2.5412e+00
